id,customer_name,amount,purchase_date
7947,Bryan Tate,49616.71,2024-02-24
7948,Melissa Lee,69786.56,2025-07-23
7949,Briana Case,41130.30,2024-07-22
7950,Juan Wagner,NULL,2024-07-21
7951,Marc Henderson,50237.17,2024-06-03
7952,Alexis Ortiz,3229.49,2023-09-26
7953,Alyssa Johnson,49410.62,2024-09-28
7954,Kyle Lawson,97153.73,2023-08-14
7955,Joan Burnett,73487.57,2024-06-20
7956,Ana Turner,8224.42,2025-02-01
7957,Robin Wiley,50852.45,NULL
7958,Adrian Lewis,NULL,2023-09-14
7959,Alyssa Smith,60588.80,2024-10-02
7960,Laura Villa,5595.34,2023-12-01
7961,Lindsey Vargas,42818.91,2025-01-15
7962,Ruben Chavez,26863.66,NULL
7963,Carla Gonzales,59029.94,2023-10-12
7964,Adam Bowers,66796.23,2025-03-24
7965,Margaret Dawson,24169.35,2024-10-13
7966,Emily Marshall,8206.74,2024-07-30
7967,Diana Ramos,71270.01,2025-02-20
7968,Michael Robles,8769.33,2024-09-29
7969,Sean Conrad,32929.95,2023-09-15
7970,Laura Reyes,37410.02,2023-09-15
7971,Gary Barnett,NULL,2024-02-06
7972,David Dickerson,84961.84,2025-05-26
7973,Thomas Campbell,15219.17,2025-05-23
7974,Cindy Rush,26015.07,2023-12-29
7975,Jennifer Moore,99319.05,2023-11-01
7976,Sara Sharp,10146.22,NULL
7977,Jennifer Guzman,48628.06,2023-10-06
7978,Helen Jones,88128.64,2024-04-30
7979,Jessica Ward,96883.78,2023-08-02
7980,Mrs. Taylor Mosley,94210.05,2024-10-04
7981,Arthur Stein,91015.25,2025-02-17
7982,Jamie Roberts DDS,78323.39,2025-04-24
7983,Madison Hull,71832.42,2024-05-18
7984,Lindsey Carr,NULL,2024-08-24
7985,Jessica Lee,11626.35,2025-07-10
7986,Travis Hamilton,11348.47,2024-06-14
7987,Luis Rodgers,10372.53,NULL
7988,Rhonda Buchanan,66430.77,2024-04-26
7989,Heather Powell,95450.87,2024-01-19
7990,NULL,45688.65,NULL
7991,Crystal Vasquez,72394.73,2024-12-17
7992,Amanda Moreno,37692.00,2024-10-05
7993,Allison Carson,83945.92,2024-01-08
7994,Patrick Morris,38047.75,2025-06-07
7995,Matthew Ware,NULL,2024-10-31
7996,Karen Horn,53402.45,2023-08-14
7997,Patrick Wood,98580.88,2024-11-29
7998,Donald Jones,48383.22,2024-10-24
7999,Noah Johnson,84512.26,2024-11-14
8000,Brian Hall,31025.76,2025-01-05
8001,Reginald Hill,42461.14,2025-06-21
8002,Valerie Green,43428.78,2024-11-06
8003,Michael Campbell,89634.53,2025-05-16
8004,Neil Barnes,95021.74,NULL
8005,Sheila Lindsey,78737.16,2024-01-19
8006,Alex Fleming,72352.14,2024-10-27
8007,Michael Schwartz,17545.43,2024-03-24
8008,Madison Mitchell,90913.47,2024-08-13
8009,Sherry Ortiz,23575.27,2025-02-26
8010,Jonathan Miles,71157.78,2025-07-30
8011,Ryan Malone,NULL,2024-01-25
8012,Katie Guerrero,86801.70,NULL
8013,Beth Velasquez,NULL,2024-11-22
8014,Nina Williamson,NULL,2024-01-10
8015,Lori Stout,78486.04,2025-02-20
8016,Ms. Carolyn Jacobson DVM,82368.06,2024-10-31
8017,NULL,29636.61,2024-10-03
8018,Heather Walker,43459.76,NULL
8019,Rachel Shepherd,60931.68,2024-02-23
8020,Matthew Harris,12311.68,2024-05-21
8021,Larry White,71662.59,NULL
8022,Stephen Elliott,27171.46,2024-09-19
8023,Christopher Alexander,50331.71,2025-06-09
8024,Phillip Reeves,96990.46,2024-03-23
8025,Crystal Smith,52446.15,2025-01-05
8026,Sharon Bean,83647.94,2024-07-23
8027,Samantha Jones,943.79,2025-04-07
8028,Wayne Carrillo,55416.02,2024-04-15
8029,Joshua Richards,98505.14,2025-06-22
8030,Kevin Liu,35295.15,2024-04-20
8031,NULL,215.30,2024-12-01
8032,Rachel Hernandez,62245.35,2024-07-30
8033,Tracy Potter,63776.67,2025-05-05
8034,Alexis Jones,83548.60,NULL
8035,Frank Howard,NULL,2025-05-05
8036,Pamela Taylor,89727.30,2024-09-12
8037,Joshua Brown,84492.01,2025-07-26
8038,Austin Leach,NULL,2024-12-09
8039,Jermaine Ware,67027.42,2024-03-31
8040,Amy Nichols,28676.63,NULL
8041,Colleen Newton,10693.15,2024-04-30
8042,Kevin Barnett,10957.78,2023-11-26
8043,Angela Juarez,76793.03,2024-08-01
8044,Suzanne Harris,NULL,2024-07-10
8045,Dr. Michael Gonzalez,38476.54,2024-11-29
8046,Victor Yates,8433.47,2025-02-03
8047,Vincent Deleon,45076.74,2025-04-24
8048,Dustin Wiggins,45530.31,2023-12-27
8049,Tara Reed,3533.80,2024-09-29
8050,NULL,51632.04,2023-08-17
8051,Shelby Villegas,92316.32,2023-08-31
8052,Christopher Davidson,82533.51,2024-10-08
8053,Daniel King,16881.82,2024-10-15
8054,Andrew Flores,17536.93,2024-03-03
8055,Kelly Moore,76943.27,2025-02-11
8056,NULL,99435.87,2024-07-11
8057,Garrett Williams,85989.00,2025-03-20
8058,Brandon Collins,42672.25,2025-07-27
8059,Valerie Mack,7669.65,2024-04-24
8060,Bryan Harrell,NULL,2024-04-03
8061,Scott Wood,81911.32,2025-05-03
8062,Tara Anderson,53605.45,2024-05-30
8063,Christina Lam,NULL,2025-04-01
8064,NULL,37014.85,2025-04-01
8065,Rachel Ortiz,41872.34,2025-06-08
8066,Alicia Romero,13144.26,2023-10-29
8067,Sierra Calderon,31604.17,2024-06-20
8068,Aaron Robinson,19957.54,2025-06-04
8069,Kelsey Schmidt,-235.75,2024-09-10
8070,NULL,39184.97,2023-08-09
8071,Alan Olson,23624.10,2024-02-12
8072,Ryan Christian,38509.71,2025-05-23
8073,Angelica Butler,20905.79,2023-10-19
8074,Ashley Patel,53375.31,2023-12-24
8075,Robert Banks,44413.77,2023-08-11
8076,Lauren Mills,16444.45,2023-12-11
8077,Peggy Randolph,NULL,2024-06-14
8078,Joel Mitchell,50952.20,2025-01-05
8079,Kathryn Hughes,48226.25,2023-09-19
8080,Dylan Schmidt,69326.22,2024-06-24
8081,Vickie Williams,60621.31,2025-01-17
8082,Natalie Burch,94792.45,2023-08-26
8083,Thomas Beck,91743.86,2024-05-03
8084,Jenny Flynn,8364.54,2024-02-27
8085,James Green,85021.11,NULL
8086,NULL,79039.15,NULL
8087,Ronald Rodriguez,84494.02,2024-09-17
8088,Angel Miller,91300.88,2023-08-15
8089,Christopher Harding,40086.08,2024-10-14
8090,Heather Taylor,81328.85,2024-07-18
8091,Brittany Spencer,28102.63,2023-11-12
8092,Robin Quinn,17541.21,2024-04-07
8093,NULL,2702.34,2024-07-25
8094,Mr. Michael Miller,28502.28,2025-02-07
8095,Brittany Ochoa,49755.24,2025-07-18
8096,Brett Foley,15936.17,2024-08-21
8097,Whitney Smith,29833.33,2024-01-12
8098,Kim Diaz,53445.89,2025-06-26
8099,NULL,NULL,NULL
8100,Lauren Beck,NULL,NULL
8101,Sara Baldwin,37598.43,2025-02-19
8102,Nathan Price,9964.26,2024-04-23
8103,Becky Brown,43867.79,2024-01-24
8104,Barbara Rojas,7109.09,2023-11-14
8105,Felicia Walker,27637.63,2024-12-27
8106,Jeffrey Bowman,94658.43,2025-01-29
8107,Michele Cooper,83564.31,2025-04-26
8108,Daniel Parrish,35128.48,2025-04-25
8109,Kristina Oconnor,NULL,2024-12-28
8110,Jose King,50983.04,2025-05-21
8111,Melissa Mason,92034.97,2023-12-11
8112,Hayden Pace,39496.04,2024-01-06
8113,Chad Pittman,NULL,2024-11-27
8114,Angela Floyd,79909.18,2023-12-01
8115,Erika Singleton,78669.82,2025-05-01
8116,William Clark,45015.92,2024-08-27
8117,Amy Torres,36678.35,2025-04-28
8118,James Ryan,78725.10,NULL
8119,Michael Orr,33493.76,2025-05-23
8120,Joanne Rodgers,1673.24,2024-10-30
8121,Mathew Crawford,80947.36,2025-02-09
8122,Kevin Spence,12499.02,NULL
8123,Kimberly Hobbs,30087.06,2024-03-17
8124,Ryan Everett,50253.95,2024-07-08
8125,Martha Schroeder,5349.09,2024-03-05
8126,James Phelps,NULL,2025-02-24
8127,Cindy Hudson,NULL,2023-08-09
8128,Amanda Fritz,37606.65,2024-09-01
8129,Chelsea Malone,65284.48,2023-08-02
8130,Pedro Simmons,55178.84,2024-07-05
8131,Kimberly Moyer,NULL,NULL
8132,Mr. Michael Mcclain,NULL,2024-07-23
8133,NULL,87907.23,2024-10-30
8134,William Houston,96291.02,NULL
8135,David Franco,NULL,2025-04-06
8136,Julian Bush,57149.16,2024-11-01
8137,Amanda Ellis,98079.39,NULL
8138,Sarah Warren,54679.49,2024-01-22
8139,Kathy Yang,117.75,2025-04-21
8140,Michael Silva,44186.37,2024-01-03
8141,Austin Duke,95998.40,NULL
8142,Debra Adams,40983.45,2023-09-01
8143,Brenda Hernandez,16363.48,2024-05-21
8144,Allen Hines,57082.99,NULL
8145,Craig Hickman,1749.82,2023-10-04
8146,Dennis Vasquez,45057.82,2025-01-16
8147,Rachel Avila,43798.03,2025-01-31
8148,Elizabeth Peterson,17764.00,2024-06-30
8149,Scott Mckinney,16757.77,2023-10-23
8150,Travis Howard,NULL,2025-05-30
8151,NULL,62980.06,2024-11-15
8152,Brittany Thompson,5763.30,2024-05-26
8153,Caitlyn Schroeder,26106.34,2023-11-07
8154,Michael Garcia,56573.39,NULL
8155,Kayla Gregory,1418.53,2024-08-08
8156,David Bennett,56511.62,2023-08-04
8157,Jennifer Mcconnell,50813.08,2024-03-31
8158,Brian Travis,19911.44,2025-03-27
8159,Janet Cook,947.04,2024-12-13
8160,Steven Johnson,2585.71,2025-05-07
8161,Stephanie Garcia,24984.42,2023-10-10
8162,Jennifer Hughes,10166.23,2024-11-15
8163,Leah Carr,5859.66,2025-02-13
8164,Alison Compton,82975.64,2024-04-12
8165,Richard Lewis,85649.88,2024-05-22
8166,Melissa Olson,96600.81,2025-07-10
8167,Karen Williams,94993.90,2024-08-25
8168,Richard Scott,14947.70,2024-08-08
8169,Sonya Reid,77603.65,2024-11-14
8170,Samantha Whitaker,73089.15,2025-01-31
8171,NULL,5258.24,2024-09-02
8172,Tara Morris,85665.63,2025-02-19
8173,Christine Castillo,24770.12,2024-08-29
8174,Robert Carter,72792.09,2025-06-21
8175,Emily Murphy,4117.65,2025-02-25
8176,Angela Rogers,81931.11,2025-03-22
8177,NULL,51164.20,2024-06-22
8178,Heather Garrison,NULL,2024-11-01
8179,Xavier Good,904.32,NULL
8180,Gary Cobb,93572.92,NULL
8181,James Sullivan,77185.54,2025-04-03
8182,Eric Hudson,89135.00,2023-11-04
8183,Michael Jimenez,58790.52,2024-02-07
8184,Dennis Patterson,509.47,NULL
8185,Gary Jackson,NULL,2024-06-05
8186,Stephanie Peterson,2720.35,2025-05-10
8187,Tami Burns,NULL,2023-11-10
8188,Joseph Miller,6007.91,NULL
8189,Lori Duncan,7830.73,2023-09-07
8190,Mike Zimmerman,45883.21,2025-04-07
8191,Christina Gutierrez,17510.17,2023-09-30
8192,Jeff Williams Jr.,70400.55,2024-03-07
8193,Dana Reeves,NULL,2023-11-04
8194,Paul Brown,13011.02,2024-04-28
8195,Margaret Beck,44111.42,2024-02-10
8196,Robert Schultz,34895.77,2023-12-17
8197,Sarah Miller,14707.20,2024-11-21
8198,Chad Green,8739.41,2024-09-23
8199,Kendra Robinson,-339.50,2023-12-10
8200,Shannon Hayes,42346.11,2025-02-05
8201,Mary Perez,21967.80,2025-07-10
8202,Michael Cook,66651.42,2025-07-09
8203,NULL,53947.47,2023-11-03
8204,Tim Mitchell,10967.57,2024-07-17
8205,Kelsey Powell,92730.40,2025-02-05
8206,Bethany Blair,NULL,2024-07-04
8207,Karen Alvarado,44664.36,NULL
8208,Sabrina Jones,95761.03,2024-11-30
8209,Leslie Cole,37277.56,2025-04-27
8210,Jacob Griffin,23763.75,2024-06-13
8211,Anthony Nguyen,28464.15,2025-05-24
8212,Bryan Lindsey,41378.45,NULL
8213,Joseph Joseph,17473.61,2023-09-16
8214,Alison White,98774.02,2025-07-08
8215,Joshua Price,86389.94,2023-08-06
8216,Jessica Oliver,37557.73,2023-09-02
8217,Juan Davis,99729.36,2025-07-08
8218,Sara Hart,3408.77,2024-08-08
8219,John Pratt,71134.51,2024-07-01
8220,Christopher Clarke Jr.,9863.74,2023-09-12
8221,Linda May,73662.04,NULL
8222,Aaron Strickland,38425.18,2024-01-24
8223,Donald Glover,7183.57,2024-11-22
8224,Andrew Williams,93850.00,2024-04-06
8225,Karen Mitchell,89244.13,2025-04-03
8226,Kevin Knapp,25934.55,2023-08-23
8227,Samuel Smith,34.30,2024-05-26
8228,Nancy Williams,58315.59,2024-11-03
8229,David Oconnor,97905.65,2023-10-25
8230,Neil Gill,NULL,2024-11-20
8231,Rachel Walker,NULL,2025-06-27
8232,Gregory Hughes,18120.47,2023-11-26
8233,Jason Garcia,13271.72,2024-12-10
8234,Darlene Mitchell,58350.98,2025-07-22
8235,Arthur Valencia,45534.31,NULL
8236,Jamie Smith,85418.15,2025-07-24
8237,Nicole Mercado,73418.58,NULL
8238,Tammie Torres,31220.02,2023-11-07
8239,James Taylor,42703.72,2024-03-24
8240,Kara Taylor,999.48,2024-12-26
8241,Kirk Floyd,NULL,2024-07-22
8242,Michael Fisher,64349.06,2024-08-06
8243,Natalie Garcia,NULL,2023-12-04
8244,Amanda Burke,55408.93,2024-11-27
8245,Evelyn Moran,NULL,2025-03-09
8246,Rebecca Mason,47599.51,NULL
8247,Joel Soto,39018.27,2024-08-27
8248,Michael Lara,73476.11,2025-02-13
8249,Dawn Simmons,51587.30,NULL
8250,Isabella Cabrera,37926.63,2025-05-07
8251,Amanda Robertson,4061.07,2023-08-02
8252,Heather White,51624.42,2023-08-12
8253,Cynthia Carey,31710.33,2023-09-21
8254,NULL,58825.16,2023-12-03
8255,Sydney Miller,88304.32,2025-04-23
8256,Kelsey Smith,90941.16,2023-08-04
8257,Charles Medina,14475.85,2023-10-27
8258,Christian Coleman,15675.91,2024-07-10
8259,Mary Johnson,31778.58,2024-07-16
8260,Allison Jones,51085.87,2024-05-23
8261,Brenda Newton,9759.76,2023-11-14
8262,Nicholas Thompson,NULL,2023-09-23
8263,Matthew Harper,11876.49,2024-02-11
8264,Mr. David Morgan,48199.62,2024-03-03
8265,Laura Collins,59865.53,2025-02-13
8266,Henry Wilson,68207.66,2025-02-14
8267,Sarah Wright,46121.56,2025-05-22
8268,Dawn Fowler,12513.50,2025-05-05
8269,Christopher Lee,16489.42,2024-01-22
8270,Nicholas Martinez,17090.71,2025-03-30
8271,Charles Lewis,7089.34,2024-02-17
8272,Amanda Haynes,93022.33,2025-06-07
8273,Brian Rojas,79240.70,2025-01-12
8274,Stephanie Adams,83850.67,2024-09-06
8275,Roberto White,18463.64,NULL
8276,Michael Walker,NULL,2025-01-10
8277,Carolyn Bailey,32633.67,2023-10-09
8278,Javier King,1816.18,2025-02-12
8279,Timothy Bradley,12908.28,2023-12-01
8280,Patricia Smith,84084.82,2024-05-21
8281,Lindsay Williams,42996.24,2024-06-17
8282,Renee Mack,88704.31,NULL
8283,Amy Castillo,560.24,2024-04-25
8284,Erin Schwartz,45439.58,2024-11-12
8285,John Mckinney,60470.77,2024-05-16
8286,Mr. Jamie Robles,31339.86,2024-01-22
8287,Mrs. Michelle Lamb,84803.35,2023-08-21
8288,Stacie Cooley,90228.23,2024-03-10
8289,Ricardo Palmer,12853.64,2025-01-02
8290,Denise Day,68461.17,2023-10-19
8291,John Fox,75803.02,2024-12-15
8292,Robin Johnston,NULL,2025-01-03
8293,Anthony Bowman,86071.47,2024-09-07
8294,Kara Barnes,61973.51,2025-03-01
8295,Sherri Farmer,98174.76,2025-06-27
8296,Jay Moses,44616.26,NULL
8297,Ronald Boyer,23652.23,2023-11-08
8298,Yvonne Espinoza,87256.81,2025-07-01
8299,Margaret Brown,NULL,2024-09-02
8300,Ashley Davis,22824.02,2023-12-17
8301,Brian Russell,31288.78,2024-06-03
8302,Julia Gaines,68439.54,2023-12-08
8303,Alejandro Wang,86655.05,2025-06-22
8304,Matthew Miller,36525.40,2024-03-15
8305,NULL,67168.06,NULL
8306,John Elliott,87664.37,2025-02-21
8307,William Ford,83421.62,2023-11-25
8308,David Lewis,51768.92,2024-02-11
8309,Michael Gaines,41902.73,NULL
8310,Mr. Christopher Conner,63034.88,2025-03-01
8311,NULL,NULL,2024-10-28
8312,Jillian Bowman,9802.35,NULL
8313,James Phillips,62872.93,2023-09-29
8314,Rhonda Woodward,64231.16,2024-06-06
8315,Mario Oconnor,69136.63,2024-11-25
8316,Lisa Howard,69483.68,NULL
8317,Margaret Anderson,45038.71,2025-06-21
8318,Christopher Smith,5805.69,2024-01-18
8319,Carl Maxwell,92870.56,2024-07-28
8320,Charles Reilly,21248.95,2023-08-08
8321,Lindsay Harvey,NULL,2024-08-09
8322,Sheila Banks,28883.43,2024-05-31
8323,William Parker,11982.33,2025-06-25
8324,Victoria Fleming,80666.22,2024-09-06
8325,Melinda Martinez,74658.97,NULL
8326,NULL,NULL,2023-12-11
8327,Margaret Andrews,87133.31,2023-12-15
8328,Matthew Powell,NULL,2023-12-25
8329,Brett Smith,95108.79,2024-10-06
8330,Dominique Fletcher,24428.17,2024-06-23
8331,Shannon Thompson,9391.70,2024-11-11
8332,David Davenport,88733.54,NULL
8333,Heather Harris PhD,66489.57,2024-01-20
8334,Antonio Smith,43372.15,2023-08-21
8335,Dylan Moody,41863.48,2025-03-19
8336,NULL,52593.41,2024-06-22
8337,David Grimes,64606.16,2024-04-17
8338,Dustin Bowers,7503.96,NULL
8339,Christopher Smith,71069.21,2025-03-25
8340,Brian Alexander,73501.83,2024-10-05
8341,Kelly Mcintyre,26626.78,2023-12-22
8342,David Mullins,NULL,2024-06-19
8343,Alyssa Mason,NULL,2025-01-26
8344,Ronald Vargas,89231.76,2025-07-24
8345,Maurice Page,19627.30,2023-10-04
8346,Donald Daniels,3206.12,NULL
8347,Christopher Shelton,NULL,2023-09-08
8348,Maria Lee,98915.32,2024-08-21
8349,Sonya Floyd,53700.91,2025-01-09
8350,Andrew Harper,32049.82,2024-10-10
8351,Lisa Sanchez,18320.06,2025-07-03
8352,Shelby Moss,92128.66,2024-04-11
8353,Bradley Shaffer,7313.22,2023-11-03
8354,Christie Abbott,89502.47,2023-10-18
8355,Timothy Cooke,83671.77,NULL
8356,NULL,79656.34,2024-04-11
8357,Larry Mendoza,11221.46,2025-01-24
8358,Kayla Carpenter,51409.57,2024-07-06
8359,Joanna Willis,24630.78,2023-09-10
8360,Jacqueline Coleman,94319.86,2024-08-29
8361,David Mitchell,68957.74,2024-12-07
8362,Elizabeth Robinson,53222.80,2024-02-11
8363,Jacob Brown,64731.69,2024-09-14
8364,Aaron Todd,43992.96,2025-01-28
8365,Kristie Oneal,17303.78,2024-05-14
8366,Carmen Peck,92423.63,2024-06-03
8367,Jennifer Hooper,86001.69,2024-12-24
8368,David Fischer,73298.27,2025-06-09
8369,Tanya Lewis,36116.75,2024-06-07
8370,Sharon Hayes,85960.21,2024-03-18
8371,Pamela Hodges,55643.68,NULL
8372,Catherine Davies,NULL,2025-01-28
8373,Anthony Mcfarland,NULL,2025-07-14
8374,Ashley Barr,86828.75,2023-11-09
8375,Stephanie Jones,21076.86,NULL
8376,Traci Howard,NULL,2025-02-20
8377,Rick Bennett,55735.01,2024-03-31
8378,Jared Garner,60354.66,2024-03-13
8379,David Henson,38807.90,2024-05-29
8380,Keith Martin,35592.05,2024-07-21
8381,Betty Moran,19923.77,2024-09-26
8382,Jody Murphy,4164.91,2023-11-02
8383,Tracy Powers,98938.61,2025-06-23
8384,Miranda Daniels,46115.01,2024-07-18
8385,Sara Caldwell,64532.77,2023-12-02
8386,Jesse Jones,90533.71,2024-07-13
8387,Bryan Bryant,73696.15,2024-12-30
8388,Taylor Ramirez,70653.38,2024-03-18
8389,NULL,42748.30,2024-09-07
8390,Mark Gonzales DDS,25626.64,2024-12-08
8391,Jacob Baldwin,32428.14,NULL
8392,Timothy Bullock,59318.88,2025-07-22
8393,Nancy Steele,35561.59,2024-08-27
8394,Brandon Smith,9577.14,2024-03-06
8395,John Irwin,45775.58,2025-01-29
8396,Connie Melton,21616.51,2024-01-17
8397,Annette Stephens,41470.42,2024-06-01
8398,Sabrina Griffith,18361.12,2024-06-11
8399,Emily Austin,95759.41,2024-03-31
8400,Mike Jordan,44479.81,2025-07-07
8401,Rachel Stone,99362.83,2024-08-19
8402,Evan Shaw,69257.02,2024-04-23
8403,Melissa Smith,7615.91,2024-08-17
8404,Denise Tucker,1173.76,2024-09-22
8405,Valerie Gordon,94862.99,2023-11-10
8406,Beth Roberts,81227.02,2024-10-31
8407,Tammy Wood,53620.72,NULL
8408,Chelsea Ho,68848.88,2025-01-03
8409,Brianna Alvarez,54459.95,2025-01-13
8410,Patricia Campbell,NULL,2024-04-12
8411,Derek Williams,32589.25,NULL
8412,Lisa Gillespie,NULL,2024-05-06
8413,NULL,48522.25,2024-04-14
8414,Shelly Thompson,32867.31,2023-10-24
8415,Alexis Martinez,NULL,2024-07-30
8416,Bradley Rojas,56836.19,2025-05-13
8417,Vincent Fernandez,48148.12,2025-04-10
8418,Nicholas Brown,81622.44,2025-03-17
8419,Krista Moody,80063.49,2023-10-25
8420,Michele Nichols,87310.43,NULL
8421,Jean Fuller MD,79117.05,2025-06-23
8422,Kristin Haynes,29703.28,2025-03-02
8423,Jason Benson,42317.72,2025-07-13
8424,Fred Thomas,64385.69,2024-08-07
8425,NULL,82175.58,NULL
8426,Heidi May,37608.41,2023-11-18
8427,Mr. Michael King DDS,35892.46,2024-10-31
8428,Miranda Oconnor,543.63,2024-08-01
8429,Kathryn Lamb,87977.39,2024-03-10
8430,Betty Jordan,10856.82,2024-04-10
8431,NULL,36512.54,2025-03-18
8432,Courtney Moore,NULL,NULL
8433,Mrs. Jennifer Hensley MD,12028.69,2025-02-21
8434,Jamie Mcneil,9498.60,2024-06-19
8435,Barbara Bond,82062.17,2025-04-05
8436,Jessica Herrera,11071.47,2025-02-17
8437,Jo Phillips,31376.27,NULL
8438,Tara Dickson,84182.11,2023-11-08
8439,Erik Perez,32473.67,NULL
8440,NULL,36676.08,2025-02-11
8441,NULL,93699.67,2024-10-14
8442,Austin Walters,NULL,2025-07-15
8443,Mrs. Nicole Garcia,9201.62,2023-10-25
8444,James Dean,91680.14,2025-04-09
8445,David Parker,14634.87,2025-02-27
8446,Diane Acevedo,24904.16,2025-04-05
8447,Debra Arnold,94146.32,2024-05-19
8448,Jessica Ellis,4619.78,2023-09-11
8449,Thomas Dorsey,70848.61,2025-04-13
8450,Noah Lynn,45425.31,NULL
8451,Laura Brooks,NULL,2024-09-18
8452,Deanna Porter,NULL,2024-03-11
8453,William Lucas,42604.02,2025-01-10
8454,Joseph Mitchell,39800.04,2024-10-27
8455,Alexander Atkins,NULL,2024-07-26
8456,Evan Foster,42806.89,2023-08-04
8457,Matthew Munoz,NULL,2025-06-20
8458,Roy Smith Jr.,43384.68,2024-12-18
8459,David Patton,39136.49,2023-09-29
8460,Elizabeth Hall MD,85852.27,NULL
8461,John Ryan,70150.93,2025-06-11
8462,Angela Gonzalez,76325.68,2025-01-08
8463,Patrick Giles,NULL,2024-05-21
8464,NULL,23490.34,NULL
8465,Brandon Sanders,80272.43,2025-02-17
8466,Jessica Smith,71157.67,2024-01-29
8467,John Bates,62566.11,2024-09-29
8468,Gina Hernandez,55605.97,2024-12-11
8469,Laura Burke,53713.68,2024-05-17
8470,Ryan Jenkins,22109.06,2025-03-05
8471,Rhonda Cooper,NULL,2025-04-18
8472,Philip Colon,69256.45,2024-12-30
8473,Desiree Hoffman,68972.59,2025-04-02
8474,Kimberly Miller,NULL,2025-02-17
8475,Mckenzie James,43294.86,2025-06-28
8476,Tanya Harper,78694.36,2023-10-08
8477,Daniel Adams,NULL,2024-02-04
8478,NULL,1733.01,2024-07-16
8479,Samantha Ramsey,50492.72,2024-07-07
8480,Matthew Peters,11921.07,2024-08-20
8481,Jesse Meyer,16161.86,2024-11-08
8482,Christopher Morgan,12837.78,2024-07-29
8483,Kayla Kelly,7096.03,2025-03-25
8484,Timothy Williams,78772.82,2025-08-01
8485,NULL,58520.00,NULL
8486,Lori Edwards,47304.24,2024-02-09
8487,Cody Lowe,44521.61,2024-09-09
8488,Sean Carter,40322.32,NULL
8489,NULL,NULL,2024-04-08
8490,Teresa Matthews,54489.67,2024-04-28
8491,Nathaniel Adams,15435.13,2025-06-14
8492,Kimberly Buchanan,23749.20,2024-03-25
8493,Mary Cabrera DDS,44441.88,2023-09-10
8494,Matthew Brown,9610.39,2025-07-25
8495,Suzanne Snyder,50261.03,NULL
8496,April Evans,52871.73,2024-09-30
8497,Jonathan Horton,8717.07,2025-05-30
8498,Michelle Walton,52683.84,2025-03-08
8499,Andrea Johnston,25434.73,2025-07-24
8500,Paul Anthony,NULL,2024-05-27
8501,Kristin Martinez,22540.80,2024-11-11
8502,Jordan Murphy,99867.80,2024-05-18
8503,Vernon Wallace,1987.34,2023-10-09
8504,David Collins,22975.06,2025-02-01
8505,Robert Hicks,NULL,2025-02-22
8506,Latoya Sampson,NULL,2023-10-04
8507,Tony Wallace,51923.25,2024-06-28
8508,Daniel Cox,86779.78,2023-12-24
8509,Travis Estrada,31090.96,2024-02-22
8510,Jasmine Gonzales,56798.35,2025-01-26
8511,Jessica Kennedy,18014.37,2025-06-03
8512,Michael Pennington,32601.90,2025-06-10
8513,April Wood,82580.57,2025-02-18
8514,Daniel Barnes,96878.67,2024-01-03
8515,Andrea Pearson,36911.04,2024-08-29
8516,Kenneth Rodriguez,NULL,2024-01-08
8517,NULL,9279.74,2023-08-23
8518,Elizabeth Thomas,97509.08,2025-01-10
8519,Melanie Marshall,18341.70,2024-01-13
8520,Elizabeth Young,19702.81,2024-02-29
8521,Lori Gordon,NULL,2024-05-03
8522,Richard Collins,4983.51,NULL
8523,Cynthia Barnett,56712.53,2024-08-24
8524,Susan Morse,52622.47,NULL
8525,Michael Holt,8064.36,2023-12-10
8526,Daniel Lang,96502.72,2024-03-25
8527,Joyce Boyd,27483.93,NULL
8528,Pamela Palmer,NULL,2025-04-09
8529,April Burke,66321.03,2025-07-08
